instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category
12437,2012-06-07,Summer,2012,Jun,9,0,Thursday,Clear,0.58,0.5455,68.0,0.0,37,300,337,weekdays,Lembab
12438,2012-06-07,Summer,2012,Jun,10,0,Thursday,Clear,0.6,0.6061,64.0,0.0896,56,154,210,weekdays,Normal
12439,2012-06-07,Summer,2012,Jun,11,0,Thursday,Clear,0.66,0.6212,47.0,0.2239,67,170,237,weekdays,Normal
12440,2012-06-07,Summer,2012,Jun,12,0,Thursday,Clear,0.7,0.6364,42.0,0.0,62,274,336,weekdays,Kering
12441,2012-06-07,Summer,2012,Jun,13,0,Thursday,Clear,0.7,0.6364,37.0,0.2836,65,250,315,weekdays,Kering
12442,2012-06-07,Summer,2012,Jun,14,0,Thursday,Clear,0.72,0.6515,37.0,0.2537,67,198,265,weekdays,Kering
12443,2012-06-07,Summer,2012,Jun,15,0,Thursday,Clear,0.74,0.6515,30.0,0.0,99,234,333,weekdays,Kering
12444,2012-06-07,Summer,2012,Jun,16,0,Thursday,Clear,0.72,0.6515,34.0,0.2239,77,389,466,weekdays,Kering
12445,2012-06-07,Summer,2012,Jun,17,0,Thursday,Clear,0.72,0.6515,34.0,0.2537,91,778,869,weekdays,Kering
12446,2012-06-07,Summer,2012,Jun,18,0,Thursday,Clear,0.7,0.6364,34.0,0.2836,110,703,813,weekdays,Kering
12447,2012-06-07,Summer,2012,Jun,19,0,Thursday,Clear,0.7,0.6364,34.0,0.2836,65,537,602,weekdays,Kering
12448,2012-06-07,Summer,2012,Jun,20,0,Thursday,Clear,0.66,0.6212,36.0,0.2985,76,402,478,weekdays,Kering
12449,2012-06-07,Summer,2012,Jun,21,0,Thursday,Clear,0.62,0.6212,41.0,0.3284,30,283,313,weekdays,Kering
12450,2012-06-07,Summer,2012,Jun,22,0,Thursday,Clear,0.6,0.6212,46.0,0.1642,35,193,228,weekdays,Normal
12451,2012-06-07,Summer,2012,Jun,23,0,Thursday,Clear,0.56,0.5303,52.0,0.1343,42,135,177,weekdays,Normal
12452,2012-06-08,Summer,2012,Jun,0,0,Friday,Clear,0.56,0.5303,56.00000000000001,0.1642,18,59,77,weekdays,Normal
12453,2012-06-08,Summer,2012,Jun,1,0,Friday,Clear,0.56,0.5303,56.00000000000001,0.1642,4,25,29,weekdays,Normal
12454,2012-06-08,Summer,2012,Jun,2,0,Friday,Clear,0.56,0.5303,56.00000000000001,0.0,2,17,19,weekdays,Normal
12455,2012-06-08,Summer,2012,Jun,3,0,Friday,Clear,0.54,0.5152,60.0,0.0896,0,8,8,weekdays,Normal
12456,2012-06-08,Summer,2012,Jun,4,0,Friday,Clear,0.52,0.5,63.0,0.0,1,9,10,weekdays,Normal
12457,2012-06-08,Summer,2012,Jun,5,0,Friday,Clear,0.5,0.4848,72.0,0.1045,1,28,29,weekdays,Lembab
12458,2012-06-08,Summer,2012,Jun,6,0,Friday,Clear,0.52,0.5,68.0,0.0896,8,131,139,weekdays,Lembab
12459,2012-06-08,Summer,2012,Jun,7,0,Friday,Clear,0.52,0.5,72.0,0.1045,19,409,428,weekdays,Lembab
12460,2012-06-08,Summer,2012,Jun,8,0,Friday,Clear,0.58,0.5455,60.0,0.0896,37,663,700,weekdays,Normal
12461,2012-06-08,Summer,2012,Jun,9,0,Friday,Clear,0.62,0.6212,53.0,0.1642,47,335,382,weekdays,Normal
12462,2012-06-08,Summer,2012,Jun,10,0,Friday,Clear,0.66,0.6212,47.0,0.2537,62,187,249,weekdays,Normal
12463,2012-06-08,Summer,2012,Jun,11,0,Friday,Clear,0.7,0.6364,42.0,0.2537,65,199,264,weekdays,Kering
12464,2012-06-08,Summer,2012,Jun,12,0,Friday,Clear,0.72,0.6515,39.0,0.3284,89,280,369,weekdays,Kering
12465,2012-06-08,Summer,2012,Jun,13,0,Friday,Clear,0.74,0.6515,37.0,0.2537,129,287,416,weekdays,Kering
12466,2012-06-08,Summer,2012,Jun,14,0,Friday,Clear,0.76,0.6667,31.0,0.3881,128,245,373,weekdays,Kering
12467,2012-06-08,Summer,2012,Jun,15,0,Friday,Clear,0.76,0.6667,28.999999999999996,0.2836,98,299,397,weekdays,Kering
12468,2012-06-08,Summer,2012,Jun,16,0,Friday,Clear,0.76,0.6667,28.999999999999996,0.2985,111,412,523,weekdays,Kering
12469,2012-06-08,Summer,2012,Jun,17,0,Friday,Clear,0.76,0.6667,28.999999999999996,0.194,114,679,793,weekdays,Kering
12470,2012-06-08,Summer,2012,Jun,18,0,Friday,Clear,0.76,0.6667,27.0,0.2239,147,576,723,weekdays,Kering
12471,2012-06-08,Summer,2012,Jun,19,0,Friday,Clear,0.74,0.6515,30.0,0.2239,95,460,555,weekdays,Kering
12472,2012-06-08,Summer,2012,Jun,20,0,Friday,Clear,0.72,0.6515,32.0,0.1343,117,291,408,weekdays,Kering
12473,2012-06-08,Summer,2012,Jun,21,0,Friday,Clear,0.7,0.6364,37.0,0.1343,83,256,339,weekdays,Kering
12474,2012-06-08,Summer,2012,Jun,22,0,Friday,Clear,0.68,0.6364,41.0,0.1045,61,230,291,weekdays,Kering
12475,2012-06-08,Summer,2012,Jun,23,0,Friday,Clear,0.64,0.6212,56.99999999999999,0.1642,52,163,215,weekdays,Normal
12476,2012-06-09,Summer,2012,Jun,0,0,Saturday,Clear,0.64,0.6212,53.0,0.1045,54,152,206,weekend,Normal
12477,2012-06-09,Summer,2012,Jun,1,0,Saturday,Clear,0.64,0.6212,53.0,0.0896,34,89,123,weekend,Normal
12478,2012-06-09,Summer,2012,Jun,2,0,Saturday,Clear,0.64,0.6212,50.0,0.2239,21,68,89,weekend,Normal
12479,2012-06-09,Summer,2012,Jun,3,0,Saturday,Clear,0.62,0.6212,56.99999999999999,0.0,12,28,40,weekend,Normal
12480,2012-06-09,Summer,2012,Jun,4,0,Saturday,Clear,0.62,0.6212,56.99999999999999,0.0,2,6,8,weekend,Normal
12481,2012-06-09,Summer,2012,Jun,5,0,Saturday,Clear,0.6,0.6212,56.00000000000001,0.1045,4,15,19,weekend,Normal
12482,2012-06-09,Summer,2012,Jun,6,0,Saturday,Clear,0.56,0.5303,64.0,0.1045,17,63,80,weekend,Normal
12483,2012-06-09,Summer,2012,Jun,7,0,Saturday,Clear,0.58,0.5455,64.0,0.1045,26,61,87,weekend,Normal
12484,2012-06-09,Summer,2012,Jun,8,0,Saturday,Clear,0.62,0.6061,61.0,0.1045,42,202,244,weekend,Normal
12485,2012-06-09,Summer,2012,Jun,9,0,Saturday,Clear,0.64,0.6212,56.99999999999999,0.1642,99,241,340,weekend,Normal
12486,2012-06-09,Summer,2012,Jun,10,0,Saturday,Clear,0.7,0.6515,51.0,0.1045,168,298,466,weekend,Normal
12487,2012-06-09,Summer,2012,Jun,11,0,Saturday,Clear,0.76,0.6667,35.0,0.0,218,351,569,weekend,Kering
12488,2012-06-09,Summer,2012,Jun,12,0,Saturday,Clear,0.8,0.697,28.999999999999996,0.2537,196,335,531,weekend,Kering
12489,2012-06-09,Summer,2012,Jun,13,0,Saturday,Clear,0.82,0.697,24.0,0.2836,236,349,585,weekend,Kering
12490,2012-06-09,Summer,2012,Jun,14,0,Saturday,Clear,0.82,0.697,23.0,0.194,239,354,593,weekend,Kering
12491,2012-06-09,Summer,2012,Jun,15,0,Saturday,Clear,0.84,0.7121,20.0,0.2985,218,337,555,weekend,Kering
12492,2012-06-09,Summer,2012,Jun,16,0,Saturday,Clear,0.82,0.697,24.0,0.194,219,315,534,weekend,Kering
12493,2012-06-09,Summer,2012,Jun,17,0,Saturday,Clear,0.84,0.7121,24.0,0.0,238,257,495,weekend,Kering
12494,2012-06-09,Summer,2012,Jun,18,0,Saturday,Clear,0.82,0.697,24.0,0.2239,175,276,451,weekend,Kering
12495,2012-06-09,Summer,2012,Jun,19,0,Saturday,Clear,0.8,0.697,28.999999999999996,0.1642,128,232,360,weekend,Kering
12496,2012-06-09,Summer,2012,Jun,20,0,Saturday,Clear,0.76,0.6667,35.0,0.2239,125,238,363,weekend,Kering
12497,2012-06-09,Summer,2012,Jun,21,0,Saturday,Clear,0.74,0.6515,40.0,0.194,105,211,316,weekend,Kering
12498,2012-06-09,Summer,2012,Jun,22,0,Saturday,Clear,0.7,0.6515,57.99999999999999,0.1642,63,151,214,weekend,Normal
12499,2012-06-09,Summer,2012,Jun,23,0,Saturday,Clear,0.68,0.6364,61.0,0.1642,69,161,230,weekend,Normal
12500,2012-06-10,Summer,2012,Jun,0,0,Sunday,Clear,0.66,0.6212,69.0,0.1045,33,125,158,weekend,Lembab
12501,2012-06-10,Summer,2012,Jun,1,0,Sunday,Clear,0.64,0.6061,73.0,0.1343,32,84,116,weekend,Lembab
12502,2012-06-10,Summer,2012,Jun,2,0,Sunday,Clear,0.64,0.6061,69.0,0.1343,17,56,73,weekend,Lembab
12503,2012-06-10,Summer,2012,Jun,3,0,Sunday,Clear,0.64,0.6061,73.0,0.1045,6,23,29,weekend,Lembab
12504,2012-06-10,Summer,2012,Jun,4,0,Sunday,Clear,0.62,0.5909,78.0,0.0896,1,9,10,weekend,Lembab
12505,2012-06-10,Summer,2012,Jun,5,0,Sunday,Clear,0.62,0.6061,69.0,0.0896,3,10,13,weekend,Lembab
12506,2012-06-10,Summer,2012,Jun,6,0,Sunday,Clear,0.62,0.5909,73.0,0.0,3,27,30,weekend,Lembab
12507,2012-06-10,Summer,2012,Jun,7,0,Sunday,Clear,0.6,0.5758,78.0,0.1045,21,41,62,weekend,Lembab
12508,2012-06-10,Summer,2012,Jun,8,0,Sunday,Clear,0.64,0.6061,73.0,0.0896,59,122,181,weekend,Lembab
12509,2012-06-10,Summer,2012,Jun,9,0,Sunday,Clear,0.7,0.6515,57.99999999999999,0.0,91,175,266,weekend,Normal
12510,2012-06-10,Summer,2012,Jun,10,0,Sunday,Clear,0.76,0.6818,40.0,0.1045,148,265,413,weekend,Kering
12511,2012-06-10,Summer,2012,Jun,11,0,Sunday,Clear,0.76,0.6818,45.0,0.0896,184,315,499,weekend,Normal
12512,2012-06-10,Summer,2012,Jun,12,0,Sunday,Clear,0.82,0.7121,30.0,0.0,173,329,502,weekend,Kering
12513,2012-06-10,Summer,2012,Jun,13,0,Sunday,Clear,0.84,0.7273,28.000000000000004,0.1343,204,288,492,weekend,Kering
12514,2012-06-10,Summer,2012,Jun,14,0,Sunday,Clear,0.84,0.7273,30.0,0.1343,186,314,500,weekend,Kering
12515,2012-06-10,Summer,2012,Jun,15,0,Sunday,Clear,0.84,0.7273,30.0,0.2239,159,316,475,weekend,Kering
12516,2012-06-10,Summer,2012,Jun,16,0,Sunday,Clear,0.84,0.7424,36.0,0.2836,173,335,508,weekend,Kering
12517,2012-06-10,Summer,2012,Jun,17,0,Sunday,Clear,0.82,0.7424,41.0,0.2836,184,337,521,weekend,Kering
12518,2012-06-10,Summer,2012,Jun,18,0,Sunday,Clear,0.82,0.7273,38.0,0.2239,164,326,490,weekend,Kering
12519,2012-06-10,Summer,2012,Jun,19,0,Sunday,Clear,0.82,0.7121,28.000000000000004,0.2836,115,260,375,weekend,Kering
12520,2012-06-10,Summer,2012,Jun,20,0,Sunday,Clear,0.76,0.6818,48.0,0.1642,113,250,363,weekend,Normal
12521,2012-06-10,Summer,2012,Jun,21,0,Sunday,Clear,0.72,0.6818,62.0,0.1642,83,170,253,weekend,Normal
12522,2012-06-10,Summer,2012,Jun,22,0,Sunday,Clear,0.7,0.6515,65.0,0.1642,42,117,159,weekend,Lembab
12523,2012-06-10,Summer,2012,Jun,23,0,Sunday,Clear,0.72,0.6667,57.99999999999999,0.1045,30,80,110,weekend,Normal
12524,2012-06-11,Summer,2012,Jun,0,0,Monday,Clear,0.7,0.6515,65.0,0.1045,8,33,41,weekdays,Lembab
12525,2012-06-11,Summer,2012,Jun,1,0,Monday,Clear,0.66,0.6212,74.0,0.1642,9,15,24,weekdays,Lembab
12526,2012-06-11,Summer,2012,Jun,2,0,Monday,Clear,0.66,0.6212,74.0,0.1045,5,12,17,weekdays,Lembab
12527,2012-06-11,Summer,2012,Jun,3,0,Monday,Clear,0.64,0.5909,78.0,0.1045,2,4,6,weekdays,Lembab
12528,2012-06-11,Summer,2012,Jun,4,0,Monday,Clear,0.64,0.5909,78.0,0.1343,0,7,7,weekdays,Lembab
12529,2012-06-11,Summer,2012,Jun,5,0,Monday,Clear,0.64,0.5909,78.0,0.1343,1,36,37,weekdays,Lembab
12530,2012-06-11,Summer,2012,Jun,6,0,Monday,Clear,0.62,0.5758,83.0,0.1045,8,136,144,weekdays,Lembab
12531,2012-06-11,Summer,2012,Jun,7,0,Monday,Clear,0.64,0.5909,78.0,0.1045,25,478,503,weekdays,Lembab
12532,2012-06-11,Summer,2012,Jun,8,0,Monday,Clear,0.66,0.6212,74.0,0.1343,38,613,651,weekdays,Lembab
12533,2012-06-11,Summer,2012,Jun,9,0,Monday,Clear,0.7,0.6515,65.0,0.1343,57,259,316,weekdays,Lembab
12534,2012-06-11,Summer,2012,Jun,10,0,Monday,Clear,0.72,0.6818,62.0,0.1642,52,95,147,weekdays,Normal
12535,2012-06-11,Summer,2012,Jun,11,0,Monday,Misty,0.76,0.6818,48.0,0.2239,59,143,202,weekdays,Normal
12536,2012-06-11,Summer,2012,Jun,12,0,Monday,Misty,0.8,0.7273,43.0,0.194,63,198,261,weekdays,Kering
12537,2012-06-11,Summer,2012,Jun,13,0,Monday,Misty,0.8,0.7121,41.0,0.2985,63,185,248,weekdays,Kering
12538,2012-06-11,Summer,2012,Jun,14,0,Monday,Misty,0.82,0.7273,34.0,0.2836,66,193,259,weekdays,Kering
12539,2012-06-11,Summer,2012,Jun,15,0,Monday,Clear,0.8,0.7121,41.0,0.3582,72,187,259,weekdays,Kering
12540,2012-06-11,Summer,2012,Jun,16,0,Monday,Misty,0.8,0.7121,41.0,0.4179,87,340,427,weekdays,Kering
12541,2012-06-11,Summer,2012,Jun,17,0,Monday,Misty,0.8,0.7121,41.0,0.3582,85,715,800,weekdays,Kering
12542,2012-06-11,Summer,2012,Jun,18,0,Monday,Misty,0.8,0.7273,43.0,0.2985,105,726,831,weekdays,Kering
12543,2012-06-11,Summer,2012,Jun,19,0,Monday,Misty,0.76,0.6818,48.0,0.3284,89,507,596,weekdays,Normal
12544,2012-06-11,Summer,2012,Jun,20,0,Monday,Misty,0.74,0.6667,48.0,0.2239,61,333,394,weekdays,Normal
12545,2012-06-11,Summer,2012,Jun,21,0,Monday,Misty,0.72,0.6667,57.99999999999999,0.194,32,218,250,weekdays,Normal
12546,2012-06-11,Summer,2012,Jun,22,0,Monday,Misty,0.72,0.6667,57.99999999999999,0.194,22,142,164,weekdays,Normal
12547,2012-06-11,Summer,2012,Jun,23,0,Monday,Misty,0.7,0.6515,57.99999999999999,0.2239,8,72,80,weekdays,Normal
12548,2012-06-12,Summer,2012,Jun,0,0,Tuesday,Misty,0.7,0.6515,57.99999999999999,0.2239,2,26,28,weekdays,Normal
12549,2012-06-12,Summer,2012,Jun,1,0,Tuesday,Misty,0.68,0.6364,65.0,0.1642,5,11,16,weekdays,Lembab
12550,2012-06-12,Summer,2012,Jun,2,0,Tuesday,Misty,0.68,0.6364,65.0,0.194,0,6,6,weekdays,Lembab
12551,2012-06-12,Summer,2012,Jun,3,0,Tuesday,Misty,0.66,0.6212,69.0,0.2537,3,9,12,weekdays,Lembab
12552,2012-06-12,Summer,2012,Jun,4,0,Tuesday,Light_rainsnow,0.6,0.5455,88.0,0.1642,0,4,4,weekdays,Lembab
12553,2012-06-12,Summer,2012,Jun,5,0,Tuesday,Light_rainsnow,0.6,0.5455,88.0,0.1343,1,28,29,weekdays,Lembab
12554,2012-06-12,Summer,2012,Jun,6,0,Tuesday,Misty,0.6,0.5455,88.0,0.1343,6,130,136,weekdays,Lembab
12555,2012-06-12,Summer,2012,Jun,7,0,Tuesday,Light_rainsnow,0.62,0.5606,88.0,0.2537,16,287,303,weekdays,Lembab
12556,2012-06-12,Summer,2012,Jun,8,0,Tuesday,Misty,0.62,0.5606,88.0,0.2239,15,598,613,weekdays,Lembab
12557,2012-06-12,Summer,2012,Jun,9,0,Tuesday,Misty,0.64,0.5758,89.0,0.2836,31,254,285,weekdays,Lembab
12558,2012-06-12,Summer,2012,Jun,10,0,Tuesday,Light_rainsnow,0.64,0.5758,89.0,0.2836,29,96,125,weekdays,Lembab
12559,2012-06-12,Summer,2012,Jun,11,0,Tuesday,Light_rainsnow,0.66,0.6061,83.0,0.3582,8,57,65,weekdays,Lembab
12560,2012-06-12,Summer,2012,Jun,12,0,Tuesday,Light_rainsnow,0.66,0.6061,83.0,0.2537,19,76,95,weekdays,Lembab
12561,2012-06-12,Summer,2012,Jun,13,0,Tuesday,Light_rainsnow,0.66,0.6061,83.0,0.194,11,48,59,weekdays,Lembab
12562,2012-06-12,Summer,2012,Jun,14,0,Tuesday,Light_rainsnow,0.64,0.5758,89.0,0.2537,12,48,60,weekdays,Lembab
12563,2012-06-12,Summer,2012,Jun,15,0,Tuesday,Light_rainsnow,0.66,0.5909,89.0,0.194,22,94,116,weekdays,Lembab
12564,2012-06-12,Summer,2012,Jun,16,0,Tuesday,Misty,0.66,0.5909,89.0,0.2836,30,209,239,weekdays,Lembab
12565,2012-06-12,Summer,2012,Jun,17,0,Tuesday,Misty,0.66,0.5909,89.0,0.2836,56,625,681,weekdays,Lembab
12566,2012-06-12,Summer,2012,Jun,18,0,Tuesday,Clear,0.68,0.6364,83.0,0.194,57,596,653,weekdays,Lembab
12567,2012-06-12,Summer,2012,Jun,19,0,Tuesday,Clear,0.68,0.6364,83.0,0.194,47,444,491,weekdays,Lembab
12568,2012-06-12,Summer,2012,Jun,20,0,Tuesday,Clear,0.68,0.6364,83.0,0.194,36,350,386,weekdays,Lembab
12569,2012-06-12,Summer,2012,Jun,21,0,Tuesday,Clear,0.68,0.6364,83.0,0.1045,41,233,274,weekdays,Lembab
12570,2012-06-12,Summer,2012,Jun,22,0,Tuesday,Clear,0.66,0.5909,94.0,0.1045,19,188,207,weekdays,Lembab
12571,2012-06-12,Summer,2012,Jun,23,0,Tuesday,Light_rainsnow,0.66,0.5909,94.0,0.2239,11,78,89,weekdays,Lembab
12572,2012-06-13,Summer,2012,Jun,0,0,Wednesday,Misty,0.66,0.5909,94.0,0.194,7,27,34,weekdays,Lembab
12573,2012-06-13,Summer,2012,Jun,1,0,Wednesday,Clear,0.64,0.5909,78.0,0.0,7,21,28,weekdays,Lembab
12574,2012-06-13,Summer,2012,Jun,2,0,Wednesday,Clear,0.62,0.5758,83.0,0.1343,0,4,4,weekdays,Lembab
12575,2012-06-13,Summer,2012,Jun,3,0,Wednesday,Clear,0.62,0.5758,83.0,0.194,1,7,8,weekdays,Lembab
12576,2012-06-13,Summer,2012,Jun,4,0,Wednesday,Clear,0.6,0.5606,83.0,0.1343,1,9,10,weekdays,Lembab
12577,2012-06-13,Summer,2012,Jun,5,0,Wednesday,Clear,0.6,0.5606,83.0,0.194,2,38,40,weekdays,Lembab
12578,2012-06-13,Summer,2012,Jun,6,0,Wednesday,Clear,0.6,0.5606,83.0,0.2239,6,188,194,weekdays,Lembab
12579,2012-06-13,Summer,2012,Jun,7,0,Wednesday,Clear,0.6,0.5606,83.0,0.2985,25,480,505,weekdays,Lembab
12580,2012-06-13,Summer,2012,Jun,8,0,Wednesday,Misty,0.62,0.5909,73.0,0.5224,41,672,713,weekdays,Lembab
12581,2012-06-13,Summer,2012,Jun,9,0,Wednesday,Misty,0.64,0.6061,69.0,0.5821,54,298,352,weekdays,Lembab
12582,2012-06-13,Summer,2012,Jun,10,0,Wednesday,Misty,0.64,0.6061,65.0,0.4179,64,134,198,weekdays,Lembab
12583,2012-06-13,Summer,2012,Jun,11,0,Wednesday,Misty,0.66,0.6212,54.0,0.4478,64,182,246,weekdays,Normal
12584,2012-06-13,Summer,2012,Jun,12,0,Wednesday,Misty,0.68,0.6364,44.0,0.4179,93,241,334,weekdays,Kering
12585,2012-06-13,Summer,2012,Jun,13,0,Wednesday,Misty,0.7,0.6364,45.0,0.3881,52,203,255,weekdays,Normal
12586,2012-06-13,Summer,2012,Jun,14,0,Wednesday,Misty,0.72,0.6515,37.0,0.4179,98,222,320,weekdays,Kering
12587,2012-06-13,Summer,2012,Jun,15,0,Wednesday,Clear,0.72,0.6515,32.0,0.4925,65,216,281,weekdays,Kering
12588,2012-06-13,Summer,2012,Jun,16,0,Wednesday,Clear,0.72,0.6515,30.0,0.4925,72,320,392,weekdays,Kering
12589,2012-06-13,Summer,2012,Jun,17,0,Wednesday,Clear,0.72,0.6515,32.0,0.4925,75,782,857,weekdays,Kering
12590,2012-06-13,Summer,2012,Jun,18,0,Wednesday,Clear,0.72,0.6515,32.0,0.4478,104,640,744,weekdays,Kering
12591,2012-06-13,Summer,2012,Jun,19,0,Wednesday,Clear,0.7,0.6364,34.0,0.3881,123,548,671,weekdays,Kering
12592,2012-06-13,Summer,2012,Jun,20,0,Wednesday,Clear,0.68,0.6364,36.0,0.4179,86,362,448,weekdays,Kering
12593,2012-06-13,Summer,2012,Jun,21,0,Wednesday,Clear,0.64,0.6212,44.0,0.3582,79,317,396,weekdays,Kering
12594,2012-06-13,Summer,2012,Jun,22,0,Wednesday,Clear,0.62,0.6212,50.0,0.2985,29,209,238,weekdays,Normal
12595,2012-06-13,Summer,2012,Jun,23,0,Wednesday,Clear,0.62,0.6212,50.0,0.2836,25,128,153,weekdays,Normal
12596,2012-06-14,Summer,2012,Jun,0,0,Thursday,Clear,0.6,0.6212,53.0,0.2985,3,45,48,weekdays,Normal
12597,2012-06-14,Summer,2012,Jun,1,0,Thursday,Clear,0.6,0.6212,56.00000000000001,0.2239,4,17,21,weekdays,Normal
12598,2012-06-14,Summer,2012,Jun,2,0,Thursday,Misty,0.62,0.6212,53.0,0.2537,1,8,9,weekdays,Normal
12599,2012-06-14,Summer,2012,Jun,3,0,Thursday,Misty,0.62,0.6212,53.0,0.2836,1,4,5,weekdays,Normal
12600,2012-06-14,Summer,2012,Jun,4,0,Thursday,Misty,0.6,0.6212,56.00000000000001,0.2537,0,6,6,weekdays,Normal
12601,2012-06-14,Summer,2012,Jun,5,0,Thursday,Misty,0.6,0.6212,56.00000000000001,0.2537,0,40,40,weekdays,Normal
12602,2012-06-14,Summer,2012,Jun,6,0,Thursday,Clear,0.58,0.5455,60.0,0.2836,12,169,181,weekdays,Normal
12603,2012-06-14,Summer,2012,Jun,7,0,Thursday,Clear,0.6,0.6061,60.0,0.2836,26,480,506,weekdays,Normal
12604,2012-06-14,Summer,2012,Jun,8,0,Thursday,Clear,0.6,0.6061,64.0,0.3284,37,682,719,weekdays,Normal
12605,2012-06-14,Summer,2012,Jun,9,0,Thursday,Clear,0.62,0.6061,61.0,0.2239,45,312,357,weekdays,Normal
12606,2012-06-14,Summer,2012,Jun,10,0,Thursday,Clear,0.64,0.6061,65.0,0.4179,47,132,179,weekdays,Lembab
12607,2012-06-14,Summer,2012,Jun,11,0,Thursday,Clear,0.66,0.6212,56.99999999999999,0.2537,60,168,228,weekdays,Normal
12608,2012-06-14,Summer,2012,Jun,12,0,Thursday,Misty,0.66,0.6212,61.0,0.2239,55,210,265,weekdays,Normal
12609,2012-06-14,Summer,2012,Jun,13,0,Thursday,Clear,0.68,0.6364,56.99999999999999,0.1642,71,213,284,weekdays,Normal
12610,2012-06-14,Summer,2012,Jun,14,0,Thursday,Clear,0.7,0.6515,54.0,0.2836,84,214,298,weekdays,Normal
12611,2012-06-14,Summer,2012,Jun,15,0,Thursday,Clear,0.74,0.6667,48.0,0.2985,111,213,324,weekdays,Normal
12612,2012-06-14,Summer,2012,Jun,16,0,Thursday,Clear,0.72,0.6667,51.0,0.2836,70,368,438,weekdays,Normal
12613,2012-06-14,Summer,2012,Jun,17,0,Thursday,Clear,0.72,0.6667,48.0,0.2239,117,750,867,weekdays,Normal
12614,2012-06-14,Summer,2012,Jun,18,0,Thursday,Clear,0.74,0.6667,42.0,0.194,107,716,823,weekdays,Kering
12615,2012-06-14,Summer,2012,Jun,19,0,Thursday,Clear,0.7,0.6515,48.0,0.2537,96,483,579,weekdays,Normal
12616,2012-06-14,Summer,2012,Jun,20,0,Thursday,Clear,0.66,0.6212,65.0,0.2537,84,351,435,weekdays,Lembab
12617,2012-06-14,Summer,2012,Jun,21,0,Thursday,Clear,0.64,0.6061,65.0,0.1642,67,270,337,weekdays,Lembab
12618,2012-06-14,Summer,2012,Jun,22,0,Thursday,Misty,0.64,0.6061,65.0,0.2239,46,196,242,weekdays,Lembab
12619,2012-06-14,Summer,2012,Jun,23,0,Thursday,Misty,0.62,0.6061,69.0,0.1642,36,136,172,weekdays,Lembab
12620,2012-06-15,Summer,2012,Jun,0,0,Friday,Clear,0.6,0.5909,73.0,0.1642,26,68,94,weekdays,Lembab
12621,2012-06-15,Summer,2012,Jun,1,0,Friday,Clear,0.58,0.5455,78.0,0.194,9,42,51,weekdays,Lembab
12622,2012-06-15,Summer,2012,Jun,2,0,Friday,Clear,0.56,0.5303,83.0,0.1045,0,15,15,weekdays,Lembab
12623,2012-06-15,Summer,2012,Jun,3,0,Friday,Clear,0.56,0.5303,83.0,0.1642,2,3,5,weekdays,Lembab
12624,2012-06-15,Summer,2012,Jun,4,0,Friday,Clear,0.56,0.5303,83.0,0.1642,1,13,14,weekdays,Lembab
12625,2012-06-15,Summer,2012,Jun,5,0,Friday,Clear,0.54,0.5152,88.0,0.1045,2,31,33,weekdays,Lembab
12626,2012-06-15,Summer,2012,Jun,6,0,Friday,Clear,0.54,0.5152,83.0,0.1343,9,142,151,weekdays,Lembab
12627,2012-06-15,Summer,2012,Jun,7,0,Friday,Clear,0.56,0.5303,83.0,0.1642,17,413,430,weekdays,Lembab
12628,2012-06-15,Summer,2012,Jun,8,0,Friday,Clear,0.6,0.5909,69.0,0.1642,44,609,653,weekdays,Lembab
12629,2012-06-15,Summer,2012,Jun,9,0,Friday,Clear,0.62,0.6061,65.0,0.1642,58,308,366,weekdays,Lembab
12630,2012-06-15,Summer,2012,Jun,10,0,Friday,Clear,0.64,0.6212,56.99999999999999,0.1642,56,160,216,weekdays,Normal
12631,2012-06-15,Summer,2012,Jun,11,0,Friday,Clear,0.66,0.6212,50.0,0.194,106,180,286,weekdays,Normal
12632,2012-06-15,Summer,2012,Jun,12,0,Friday,Clear,0.7,0.6364,45.0,0.1642,111,292,403,weekdays,Normal
12633,2012-06-15,Summer,2012,Jun,13,0,Friday,Clear,0.7,0.6364,42.0,0.2537,121,272,393,weekdays,Kering
12634,2012-06-15,Summer,2012,Jun,14,0,Friday,Clear,0.72,0.6515,39.0,0.194,121,255,376,weekdays,Kering
12635,2012-06-15,Summer,2012,Jun,15,0,Friday,Clear,0.72,0.6515,39.0,0.194,107,270,377,weekdays,Kering
12636,2012-06-15,Summer,2012,Jun,16,0,Friday,Clear,0.72,0.6515,37.0,0.194,132,426,558,weekdays,Kering
12637,2012-06-15,Summer,2012,Jun,17,0,Friday,Clear,0.74,0.6515,37.0,0.2836,125,698,823,weekdays,Kering
12638,2012-06-15,Summer,2012,Jun,18,0,Friday,Clear,0.72,0.6515,39.0,0.2239,121,572,693,weekdays,Kering
12639,2012-06-15,Summer,2012,Jun,19,0,Friday,Clear,0.7,0.6364,42.0,0.1642,98,369,467,weekdays,Kering
12640,2012-06-15,Summer,2012,Jun,20,0,Friday,Clear,0.68,0.6364,44.0,0.194,89,296,385,weekdays,Kering
12641,2012-06-15,Summer,2012,Jun,21,0,Friday,Clear,0.66,0.6212,50.0,0.1045,83,250,333,weekdays,Normal
12642,2012-06-15,Summer,2012,Jun,22,0,Friday,Clear,0.64,0.6212,53.0,0.1343,79,242,321,weekdays,Normal
